RelPath,Status,Detail,Width,Height,MeanR,MeanG,MeanB,ColorDiff,BrightPct,DarkPct,LaplacianVar
2015\K1\10X\02_03-2015_08_10-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,140.1,115.9,96.3,29.21,0.7%,0.0%,1874.02
2015\K1\10X\02_03-2015_08_11-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,137.2,115.2,97.6,26.46,0.7%,0.0%,1928.50
2015\K1\10X\02_03-2015_08_12-10_05-K1-10X.jpeg,OK,Clean image,2288,1712,141.8,117.3,97.8,29.39,0.8%,0.0%,2124.32
2015\K1\10X\02_03-2015_08_13-10_05-K1-10X.jpeg,OK,Clean image,2288,1712,148.1,123.9,105.3,28.57,1.0%,0.0%,2352.69
2015\K1\10X\02_03-2015_08_14-10_06-K1-10X.jpeg,OK,Clean image,2288,1712,145.6,121.4,102.0,29.16,0.9%,0.0%,2176.76
2015\K1\10X\02_03-2015_08_15-10_07-K1-10X.jpeg,OK,Clean image,2288,1712,139.7,116.5,98.3,27.63,0.7%,0.0%,2037.64
2015\K1\10X\02_03-2015_08_16-10_13-K1-10X.jpeg,OK,Clean image,2288,1712,139.7,115.5,96.2,29.07,0.7%,0.0%,2022.25
2015\K1\10X\02_03-2015_08_17-10_14-K1-10X.jpeg,OK,Clean image,2288,1712,144.5,120.1,99.3,30.19,0.7%,0.0%,2007.20
2015\K1\10X\02_03-2015_08_18-10_15-K1-10X.jpeg,OK,Clean image,2288,1712,143.5,118.1,97.8,30.46,0.7%,0.0%,2116.94
2015\K1\10X\02_03-2015_08_19-10_16-K1-10X.jpeg,OK,Clean image,2288,1712,143.5,118.5,99.2,29.58,0.8%,0.0%,2227.60
2015\K1\10X\02_03-2015_08_20-10_17-K1-10X.jpeg,OK,Clean image,2288,1712,149.0,122.2,99.4,33.07,0.9%,0.0%,2152.13
2015\K1\10X\02_03-2015_08_22-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,139.9,118.1,100.6,26.23,0.7%,0.0%,1866.11
2015\K1\10X\02_03-2015_08_24-09_00-K1-10X.jpeg,OK,Clean image,2288,1712,130.4,122.8,118.2,8.94,0.5%,0.0%,1356.10
2015\K1\10X\02_03-2015_08_30-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,145.8,121.1,100.8,30.00,0.8%,0.0%,1946.89
2015\K1\10X\02_03-2015_09_01-08_30-K1-10X.jpeg,OK,Clean image,2288,1712,128.1,126.2,125.4,5.99,0.5%,0.0%,1045.03
2015\K1\10X\02_03-2015_09_02-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,139.3,116.6,100.7,25.81,0.8%,0.0%,2185.01
2015\K1\10X\02_03-2015_09_03-10_15-K1-10X.jpeg,OK,Clean image,2288,1712,138.2,115.4,98.2,26.79,0.7%,0.0%,1991.93
2015\K1\10X\02_03-2015_09_06-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,141.5,117.2,96.5,30.02,0.5%,0.0%,1486.42
2015\K1\10X\02_03-2015_09_07-11_21-K1-10X.jpeg,OK,Clean image,2288,1712,159.0,124.2,88.8,46.81,0.5%,0.0%,1308.91
2015\K1\10X\02_03-2015_09_08-11_03-K1-10X.jpeg,OK,Clean image,2288,1712,154.6,123.6,91.5,42.07,0.4%,0.0%,1244.87
2015\K1\10X\02_03-2015_09_10-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,150.7,122.5,91.9,39.21,0.3%,0.0%,1080.36
2015\K1\10X\02_03-2015_09_13-09_00-K1-10X.jpeg,OK,Clean image,2288,1712,129.9,128.1,126.4,4.17,0.2%,0.0%,708.33
2015\K1\10X\02_03-2015_09_14-09_00-K1-10X.jpeg,OK,Clean image,2288,1712,126.3,125.4,127.3,5.37,0.2%,0.0%,801.83
2015\K1\10X\02_03-2015_09_15-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,137.2,128.5,119.5,11.89,0.0%,0.0%,111.81
2015\K1\10X\02_03-2015_09_16-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,134.6,117.6,104.6,20.04,0.5%,0.0%,1713.61
2015\K1\10X\02_03-2015_10_15-09_07-K1-10X.jpeg,OK,Clean image,2288,1712,130.1,127.3,125.2,4.16,0.1%,0.0%,552.98
2015\K1\10X\02_03-2015_10_25-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,143.2,113.7,92.3,33.95,0.2%,0.0%,759.17
2015\K1\10X\02_03-2015_10_26-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,132.0,117.9,110.8,14.17,0.1%,0.0%,707.76
2015\K1\10X\02_03-2015_10_28-11_13-K1-10X.jpeg,OK,Clean image,2288,1712,162.9,126.2,102.1,40.59,0.5%,0.0%,981.96
2015\K1\10X\02_03-2015_11_02-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,125.1,120.0,120.4,6.36,0.1%,0.0%,368.91
2015\K1\10X\02_03-2015_11_03-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,125.7,121.0,122.4,6.75,0.4%,0.0%,1222.32
2015\K1\10X\02_03-2015_11_04-10_06-K1-10X.jpeg,OK,Clean image,2288,1712,123.3,118.0,117.3,7.11,0.3%,0.0%,1196.93
2015\K1\10X\02_03-2015_11_09-10_38-K1-10X.jpeg,OK,Clean image,2288,1712,149.4,114.8,90.5,39.26,0.2%,0.0%,1053.77
2015\K1\10X\02_03-2015_11_10-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,125.1,118.2,120.1,7.09,0.1%,0.0%,706.38
2015\K1\10X\02_03-2015_11_13-10_54-K1-10X.jpeg,OK,Clean image,2288,1712,139.0,114.8,102.0,24.85,0.5%,0.0%,2955.91
2015\K1\10X\02_03-2015_11_14-10_54-K1-10X.jpeg,OK,Clean image,2288,1712,138.7,112.9,97.3,27.69,0.4%,0.0%,2613.60
2015\K1\10X\02_03-2015_11_15-10_55-K1-10X.jpeg,OK,Clean image,2288,1712,133.2,112.5,101.9,21.11,0.4%,0.0%,2146.47
2015\K1\10X\02_03-2015_11_16-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,142.0,127.1,115.8,17.51,0.3%,0.0%,1266.39
2015\K1\10X\02_03-2015_11_19-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,133.3,124.4,118.9,9.91,0.3%,0.0%,1297.71
2015\K1\10X\02_03-2015_11_20-10_53-K1-10X.jpeg,OK,Clean image,2288,1712,138.2,113.6,98.6,26.47,0.5%,0.0%,2313.10
2015\K1\10X\02_03-2015_11_21-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,125.9,120.6,120.0,6.56,0.3%,0.0%,1116.12
2015\K1\10X\02_03-2015_11_23-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,130.5,124.5,122.4,7.24,0.3%,0.0%,1259.40
2015\K1\10X\02_03-2015_11_24-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,127.2,122.0,121.6,6.68,0.3%,0.0%,1153.14
2015\K1\10X\02_03-2015_11_27-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,146.3,113.7,96.3,33.33,0.2%,0.0%,1055.10
2015\K1\10X\02_03-2015_11_29-09_00-K1-10X.jpeg,OK,Clean image,2288,1712,126.7,126.7,128.1,3.21,0.1%,0.0%,487.78
2015\K1\10X\02_03-2015_12_01-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,119.5,117.1,119.1,5.00,0.2%,0.0%,1083.65
2015\K1\10X\02_03-2015_12_02-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,127.5,124.8,127.5,5.12,0.3%,0.0%,957.19
2015\K1\10X\02_03-2015_12_04-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,124.3,121.3,122.7,5.33,0.2%,0.0%,750.92
2015\K1\10X\02_03-2015_12_05-10_19-K1-10X.jpeg,OK,Clean image,2288,1712,133.2,117.8,109.2,16.13,0.3%,0.0%,826.01
2015\K1\10X\02_03-2015_12_06-10_21-K1-10X.jpeg,OK,Clean image,2288,1712,128.8,112.8,103.6,16.97,0.5%,0.0%,2019.67
2015\K1\10X\02_03-2015_12_07-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,130.7,121.4,119.2,8.82,0.5%,0.0%,1754.49
2015\K1\10X\02_03-2015_12_09-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,123.7,118.9,119.5,6.26,0.4%,0.0%,1348.02
2015\K1\10X\02_03-2015_12_10-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,130.8,120.4,112.8,12.11,0.1%,0.0%,96.84
2015\K1\10X\02_03-2015_12_11-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,126.9,121.2,120.8,6.00,0.4%,0.0%,1455.12
2015\K1\10X\02_03-2015_12_17-10_01-K1-10X.jpeg,OK,Clean image,2288,1712,143.2,114.2,93.9,32.93,0.3%,0.0%,1295.00
2015\K1\10X\02_03-2015_12_18-10_01-K1-10X.jpeg,OK,Clean image,2288,1712,129.6,125.2,125.0,5.63,0.4%,0.0%,1221.44
2015\K1\10X\02_03-2015_12_19-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,142.9,137.0,134.1,9.39,0.0%,0.0%,660.09
2015\K1\10X\02_03-2015_12_21-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,127.0,124.1,124.1,5.35,0.1%,0.0%,94.43
2015\K1\10X\02_03-2015_12_23-10_32-K1-10X.jpeg,OK,Clean image,2288,1712,131.5,123.3,121.3,8.58,0.5%,0.0%,1760.69
2015\K1\10X\02_03-2015_12_28-10_00-K1-10X.jpeg,OK,Clean image,2288,1712,123.5,120.4,121.2,5.99,0.4%,0.0%,1297.77
2015\K1\10X\02_03-2015_12_31-09_30-K1-10X.jpeg,OK,Clean image,2288,1712,147.0,112.9,95.7,34.20,0.1%,0.0%,733.63
2015\K1\1X\02_03-2015_01_01-11_08-K1-1X.jpeg,OK,Clean image,2288,1712,142.1,147.3,76.6,49.41,0.0%,0.0%,656.93
2015\K1\1X\02_03-2015_01_02-10_51-K1-1X.jpeg,OK,Clean image,2288,1712,142.1,143.3,79.7,46.89,0.0%,0.0%,340.02
2015\K1\1X\02_03-2015_01_03-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,125.3,133.7,64.5,47.46,0.0%,0.0%,483.85
2015\K1\1X\02_03-2015_01_04-10_53-K1-1X.jpeg,OK,Clean image,2288,1712,130.6,129.9,126.6,5.83,0.1%,0.0%,328.77
2015\K1\1X\02_03-2015_01_05-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,121.9,123.3,119.3,8.09,0.0%,0.0%,113.86
2015\K1\1X\02_03-2015_01_06-10_54-K1-1X.jpeg,OK,Clean image,2288,1712,142.8,143.1,129.6,14.53,0.0%,0.0%,336.32
2015\K1\1X\02_03-2015_01_07-10_55-K1-1X.jpeg,OK,Clean image,2288,1712,138.1,142.3,135.2,11.31,0.0%,0.0%,190.79
2015\K1\1X\02_03-2015_01_08-10_55-K1-1X.jpeg,OK,Clean image,2288,1712,137.0,142.3,84.6,39.94,0.0%,0.0%,745.60
2015\K1\1X\02_03-2015_01_09-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,137.8,140.6,85.2,39.40,0.0%,0.0%,527.50
2015\K1\1X\02_03-2015_01_10-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,135.0,143.9,90.4,36.53,0.0%,0.0%,775.64
2015\K1\1X\02_03-2015_01_11-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,118.6,117.4,118.7,4.95,0.0%,0.0%,1975.84
2015\K1\1X\02_03-2015_01_12-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,126.0,127.0,119.2,7.81,0.0%,0.0%,579.11
2015\K1\1X\02_03-2015_01_13-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,134.2,139.6,81.7,39.68,0.0%,0.0%,567.44
2015\K1\1X\02_03-2015_01_14-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,135.9,141.8,78.6,42.98,0.0%,0.0%,889.50
2015\K1\1X\02_03-2015_01_15-10_52-K1-1X.jpeg,OK,Clean image,2288,1712,139.1,139.8,136.9,8.05,0.0%,0.0%,304.54
2015\K1\1X\02_03-2015_01_16-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,133.3,135.5,86.9,34.54,0.0%,0.0%,469.15
2015\K1\1X\02_03-2015_01_17-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,132.1,136.0,79.8,38.41,0.0%,0.0%,562.21
2015\K1\1X\02_03-2015_01_19-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,135.7,138.5,82.2,38.56,0.0%,0.0%,612.49
2015\K1\1X\02_03-2015_01_20-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,137.5,141.4,81.1,41.14,0.0%,0.0%,384.43
2015\K1\1X\02_03-2015_01_21-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,140.1,142.4,86.0,39.33,0.0%,0.0%,517.26
2015\K1\1X\02_03-2015_02_05-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,133.3,146.2,69.4,51.46,0.5%,0.0%,452.39
2015\K1\1X\02_03-2015_02_06-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,130.8,143.3,69.7,49.16,0.3%,0.0%,438.94
2015\K1\1X\02_03-2015_02_07-11_58-K1-1X.jpeg,OK,Clean image,2288,1712,133.1,147.0,64.3,55.56,0.0%,0.0%,400.96
2015\K1\1X\02_03-2015_02_08-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,118.9,133.7,62.1,47.87,0.3%,0.0%,230.24
2015\K1\1X\02_03-2015_02_09-11_27-K1-1X.jpeg,OK,Clean image,2288,1712,128.5,149.0,99.2,33.79,0.0%,0.0%,248.10
2015\K1\1X\02_03-2015_02_10-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,128.5,151.3,81.4,46.96,0.2%,0.0%,193.57
2015\K1\1X\02_03-2015_02_12-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,109.8,130.0,95.6,23.56,0.0%,0.0%,128.22
2015\K1\1X\02_03-2015_02_13-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,128.2,150.6,84.1,44.64,0.0%,0.0%,202.75
2015\K1\1X\02_03-2015_02_14-11_00-K1-1X.jpeg,OK,Clean image,2288,1712,126.8,145.5,74.9,47.29,0.0%,0.0%,137.15
2015\K1\1X\02_03-2015_02_15-11_00-K1-1X.jpeg,OK,Clean image,2288,1712,126.3,145.2,73.6,48.04,0.1%,0.0%,132.91
2015\K1\1X\02_03-2015_02_16-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,126.9,150.1,81.8,45.83,0.0%,0.0%,143.85
2015\K1\1X\02_03-2015_02_17-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,123.9,147.4,80.0,45.24,0.0%,0.0%,166.02
2015\K1\1X\02_03-2015_02_18-10_30-K1-1X.jpeg,BORDERLINE_BLUR,Borderline blurry (Laplacian var: 70.59),2288,1712,128.5,147.1,88.2,39.50,0.2%,0.0%,70.59
2015\K1\1X\02_03-2015_02_19-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,110.8,136.0,70.9,43.47,0.1%,0.0%,193.11
2015\K1\1X\02_03-2015_02_20-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,124.8,145.7,105.9,27.44,0.0%,0.0%,179.04
2015\K1\1X\02_03-2015_02_21-10_30-K1-1X.jpeg,OK,Clean image,2288,1712,117.4,136.6,65.7,47.41,0.0%,0.0%,190.94
2015\K1\1X\02_03-2015_02_22-10_06-K1-1X.jpeg,OK,Clean image,2288,1712,126.8,149.5,58.0,61.05,0.3%,0.2%,378.92
2015\K1\1X\02_03-2015_02_23-10_07-K1-1X.jpeg,OK,Clean image,2288,1712,130.8,148.2,67.3,53.98,0.0%,0.0%,268.34
2015\K1\1X\02_03-2015_02_24-10_07-K1-1X.jpeg,OK,Clean image,2288,1712,129.5,148.5,65.6,55.47,0.0%,0.0%,175.54
2015\K1\1X\02_03-2015_02_25-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,116.8,140.9,76.5,43.11,0.0%,0.0%,131.47
2015\K1\1X\02_03-2015_02_26-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,129.5,147.7,70.1,51.76,0.4%,0.0%,305.73
2015\K1\1X\02_03-2015_02_27-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,122.5,140.4,60.7,53.18,0.0%,0.0%,188.80
2015\K1\1X\02_03-2015_02_28-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,129.9,148.0,57.8,60.22,0.0%,0.0%,243.64
2015\K1\1X\02_03-2015_03_01-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,127.6,149.2,60.5,59.18,0.0%,0.0%,361.28
2015\K1\1X\02_03-2015_03_02-10_00-K1-1X.jpeg,BORDERLINE_BLUR,Borderline blurry (Laplacian var: 53.81),2288,1712,109.8,138.6,73.8,43.26,0.0%,0.0%,53.81
2015\K1\1X\02_03-2015_03_03-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,125.7,147.6,62.8,56.61,0.4%,0.0%,205.86
2015\K1\1X\02_03-2015_03_04-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,118.2,143.2,63.5,53.13,0.3%,0.0%,238.81
2015\K1\1X\02_03-2015_03_05-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,121.1,144.7,57.3,58.32,0.0%,0.0%,312.89
2015\K1\1X\02_03-2015_03_06-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,125.1,149.8,54.8,63.45,0.2%,0.1%,368.78
2015\K1\1X\02_03-2015_03_07-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,121.4,146.4,51.1,63.52,0.0%,0.1%,214.40
2015\K1\1X\02_03-2015_03_08-08_30-K1-1X.jpeg,OK,Clean image,2288,1712,123.7,143.0,65.4,51.69,0.0%,0.1%,314.71
2015\K1\1X\02_03-2015_03_09-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,124.6,151.5,52.6,65.92,0.0%,0.2%,368.14
2015\K1\1X\02_03-2015_03_10-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,119.1,146.3,49.1,64.81,0.3%,0.3%,317.27
2015\K1\1X\02_03-2015_03_11-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,107.9,141.2,64.0,51.48,0.0%,0.0%,182.95
2015\K1\1X\02_03-2015_03_12-10_00-K1-1X.jpeg,BORDERLINE_BLUR,Borderline blurry (Laplacian var: 19.90),2288,1712,105.2,136.9,89.3,32.14,0.0%,0.0%,19.90
2015\K1\1X\02_03-2015_03_13-10_56-K1-1X.jpeg,OK,Clean image,2288,1712,118.4,156.9,70.5,57.57,0.0%,0.0%,146.44
2015\K1\1X\02_03-2015_03_14-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,116.7,151.2,75.6,50.41,0.1%,0.0%,125.47
2015\K1\1X\02_03-2015_03_16-11_00-K1-1X.jpeg,OK,Clean image,2288,1712,109.7,143.4,87.5,37.35,0.0%,0.0%,124.45
2015\K1\1X\02_03-2015_03_19-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,111.3,153.4,84.3,46.13,0.0%,0.0%,174.77
2015\K1\1X\02_03-2015_03_20-10_07-K1-1X.jpeg,OK,Clean image,2288,1712,111.2,153.5,70.9,55.15,0.1%,0.0%,172.63
2015\K1\1X\02_03-2015_03_22-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,117.4,155.2,48.9,70.88,0.1%,0.3%,338.22
2015\K1\1X\02_03-2015_03_23-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,114.3,151.2,44.8,71.03,0.6%,1.0%,364.05
2015\K1\1X\02_03-2015_03_24-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,111.1,155.8,70.7,56.74,0.0%,0.0%,331.84
2015\K1\1X\02_03-2015_03_25-10_52-K1-1X.jpeg,OK,Clean image,2288,1712,111.3,159.1,67.4,61.12,0.1%,0.0%,347.77
2015\K1\1X\02_03-2015_03_26-10_26-K1-1X.jpeg,OK,Clean image,2288,1712,110.9,152.9,46.9,70.72,0.3%,1.3%,492.70
2015\K1\1X\02_03-2015_03_27-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,109.2,147.4,44.3,68.74,0.2%,1.1%,372.88
2015\K1\1X\02_03-2015_03_28-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,109.4,157.6,61.7,63.96,0.1%,0.1%,374.99
2015\K1\1X\02_03-2015_03_29-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,109.2,156.5,77.9,52.44,0.3%,0.0%,224.41
2015\K1\1X\02_03-2015_03_30-08_30-K1-1X.jpeg,OK,Clean image,2288,1712,122.7,143.8,82.1,41.17,0.4%,0.1%,761.06
2015\K1\1X\02_03-2015_04_01-12_00-K1-1X.jpeg,OK,Clean image,2288,1712,111.8,149.7,62.8,57.99,0.0%,0.2%,687.78
2015\K1\1X\02_03-2015_04_02-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,111.1,146.1,76.0,46.77,0.3%,0.0%,541.03
2015\K1\1X\02_03-2015_04_03-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,114.5,156.3,78.5,51.88,0.0%,0.0%,245.88
2015\K1\1X\02_03-2015_04_04-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,117.4,152.2,75.3,51.31,0.0%,0.0%,760.28
2015\K1\1X\02_03-2015_04_05-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,118.1,146.3,67.4,52.60,0.1%,0.3%,853.49
2015\K1\1X\02_03-2015_04_06-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,117.2,151.9,67.4,56.36,0.4%,0.2%,788.21
2015\K1\1X\02_03-2015_04_07-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,115.1,149.6,60.4,59.45,0.2%,0.3%,695.90
2015\K1\1X\02_03-2015_04_08-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,113.5,146.6,64.5,54.75,0.3%,0.2%,785.61
2015\K1\1X\02_03-2015_04_09-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,100.4,137.4,69.3,45.39,0.0%,0.0%,691.44
2015\K1\1X\02_03-2015_04_10-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,112.8,146.7,70.2,51.03,0.2%,0.1%,960.82
2015\K1\1X\02_03-2015_04_11-11_49-K1-1X.jpeg,OK,Clean image,2288,1712,113.8,154.4,83.9,46.96,0.0%,0.0%,740.35
2015\K1\1X\02_03-2015_04_12-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,110.5,152.6,91.9,40.51,0.1%,0.0%,949.67
2015\K1\1X\02_03-2015_04_13-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,112.1,143.6,68.7,49.92,0.0%,0.2%,999.17
2015\K1\1X\02_03-2015_04_16-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,106.9,135.8,64.4,47.60,0.3%,0.2%,844.32
2015\K1\1X\02_03-2015_04_17-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,114.6,147.1,72.0,50.09,0.3%,0.2%,1038.64
2015\K1\1X\02_03-2015_04_18-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,115.8,149.1,76.5,48.38,0.0%,0.1%,1025.99
2015\K1\1X\02_03-2015_04_22-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,113.9,153.9,92.9,40.76,0.2%,0.0%,535.04
2015\K1\1X\02_03-2015_04_23-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,112.2,150.4,89.5,40.61,0.0%,0.0%,869.21
2015\K1\1X\02_03-2015_04_24-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,119.3,149.4,76.8,48.44,0.0%,0.0%,1091.46
2015\K1\1X\02_03-2015_04_25-11_32-K1-1X.jpeg,OK,Clean image,2288,1712,117.6,151.4,80.8,47.12,0.1%,0.0%,1384.43
2015\K1\1X\02_03-2015_04_26-11_30-K1-1X.jpeg,OK,Clean image,2288,1712,118.1,151.2,77.7,49.01,0.1%,0.0%,1084.93
2015\K1\1X\02_03-2015_04_27-11_07-K1-1X.jpeg,OK,Clean image,2288,1712,118.0,147.3,69.8,51.66,0.0%,0.0%,748.55
2015\K1\1X\02_03-2015_04_28-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,119.2,151.5,72.6,52.56,0.0%,0.0%,802.23
2015\K1\1X\02_03-2015_04_29-10_13-K1-1X.jpeg,OK,Clean image,2288,1712,115.6,143.1,70.7,48.28,0.2%,0.0%,435.31
2015\K1\1X\02_03-2015_04_30-08_30-K1-1X.jpeg,OK,Clean image,2288,1712,120.4,142.5,74.5,45.34,0.2%,0.0%,492.57
2015\K1\1X\02_03-2015_05_02-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,126.4,142.8,97.8,30.02,0.1%,0.0%,320.46
2015\K1\1X\02_03-2015_05_05-10_55-K1-1X.jpeg,OK,Clean image,2288,1712,117.9,140.3,73.2,44.81,0.1%,0.0%,466.88
2015\K1\1X\02_03-2015_05_06-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,126.3,146.2,74.1,48.11,0.1%,0.0%,446.36
2015\K1\1X\02_03-2015_05_07-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,130.8,148.0,75.7,48.19,0.0%,0.0%,478.96
2015\K1\1X\02_03-2015_05_08-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,127.1,141.6,71.0,47.08,0.0%,0.0%,347.86
2015\K1\1X\02_03-2015_05_09-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,129.2,141.2,81.8,39.63,0.0%,0.0%,252.30
2015\K1\1X\02_03-2015_05_11-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,130.9,140.0,71.9,45.51,0.0%,0.0%,264.65
2015\K1\1X\02_03-2015_05_12-10_21-K1-1X.jpeg,OK,Clean image,2288,1712,136.3,144.3,75.3,46.18,0.1%,0.0%,379.57
2015\K1\1X\02_03-2015_05_13-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,130.9,138.6,71.9,44.71,0.1%,0.0%,329.96
2015\K1\1X\02_03-2015_05_14-08_00-K1-1X.jpeg,OK,Clean image,2288,1712,132.8,138.8,83.2,37.23,0.1%,0.0%,388.98
2015\K1\1X\02_03-2015_05_15-08_30-K1-1X.jpeg,OK,Clean image,2288,1712,133.9,138.3,78.8,40.14,0.2%,0.0%,383.58
2015\K1\1X\02_03-2015_05_16-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,133.9,134.8,68.7,45.27,0.0%,0.0%,339.24
2015\K1\1X\02_03-2015_05_17-08_29-K1-1X.jpeg,OK,Clean image,2288,1712,139.3,136.0,70.5,46.34,0.1%,0.0%,351.09
2015\K1\1X\02_03-2015_05_19-08_00-K1-1X.jpeg,OK,Clean image,2288,1712,146.8,138.0,74.7,48.18,0.0%,0.0%,416.23
2015\K1\1X\02_03-2015_05_20-08_30-K1-1X.jpeg,OK,Clean image,2288,1712,150.9,140.0,77.2,49.30,0.1%,0.0%,363.45
2015\K1\1X\02_03-2015_05_21-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,155.7,139.2,72.4,55.50,0.0%,0.0%,317.93
2015\K1\1X\02_03-2015_05_22-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,132.8,119.6,70.7,41.44,0.0%,0.0%,217.19
2015\K1\1X\02_03-2015_05_23-10_28-K1-1X.jpeg,OK,Clean image,2288,1712,159.6,137.4,72.9,57.87,0.0%,0.0%,266.39
2015\K1\1X\02_03-2015_05_26-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,149.1,135.3,112.0,25.14,0.0%,0.0%,310.03
